#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	2566791	2567684	-	KDBBKD_14380	yfcH	Epimerase family protein YfcH	COG:COG1090, COG:R, KEGG:K07071, RefSeq:WP_001028341.1, SO:0001217, UniParc:UPI000013AE05, UniRef:UniRef100_P77775, UniRef:UniRef50_P77775, UniRef:UniRef90_P77775
contig_2	cds	2567705	2568067	-	KDBBKD_14385	folX	dihydroneopterin triphosphate 2'-epimerase	COG:COG1539, COG:H, EC:5.1.99.7, GO:0004150, GO:0006760, GO:0008719, RefSeq:WP_000068457.1, SO:0001217, UniParc:UPI00001107EF, UniRef:UniRef100_P0AC21, UniRef:UniRef50_P0AC21, UniRef:UniRef90_P0AC21
contig_2	cds	2568124	2568771	-	KDBBKD_14390	yfcG	GSH-dependent disulfide bond oxidoreductase	COG:COG0625, COG:O, EC:1.8.4.-, GO:0004601, GO:0006749, GO:0006979, GO:0015036, RefSeq:WP_000566471.1, SO:0001217, UniParc:UPI000013AE04, UniRef:UniRef100_P77526, UniRef:UniRef50_P77526, UniRef:UniRef90_P77526
contig_2	cds	2568907	2569551	+	KDBBKD_14395	yfcF	glutathione transferase	COG:COG0625, COG:O, EC:2.5.1.18, GO:0004364, GO:0004601, GO:0006559, GO:0006749, GO:0016034, GO:0042542, RefSeq:WP_000042442.1, SO:0001217, UniParc:UPI000013AE03, UniRef:UniRef100_P77544, UniRef:UniRef50_P77544, UniRef:UniRef90_P77544
contig_2	cds	2569607	2570158	+	KDBBKD_14400	yfcE	phosphodiesterase	COG:COG0622, COG:R, EC:3.1.4.-, GO:0005829, GO:0008081, GO:0030145, GO:0032991, GO:0042802, RefSeq:WP_000772452.1, SO:0001217, UniParc:UPI00001B5123, UniRef:UniRef100_A0A827VKE8, UniRef:UniRef50_P67097, UniRef:UniRef90_P67097
contig_2	cds	2570216	2570758	+	KDBBKD_14405	yfcD	NUDIX hydrolase YfcD	COG:COG1443, COG:I, EC:3.6.-.-, GO:0016817, GO:0046872, RefSeq:WP_000437935.1, SO:0001217, UniParc:UPI000013AE00, UniRef:UniRef100_P65558, UniRef:UniRef50_Q8ZD12, UniRef:UniRef90_P65558
contig_2	cds	2570791	2572269	-	KDBBKD_14410	yfcC	putative basic amino acid antiporter YfcC	COG:COG1288, COG:R, GO:0005886, GO:0015297, GO:0016021, RefSeq:WP_001306453.1, SO:0001217, UniParc:UPI00005EEC53, UniRef:UniRef100_P39263, UniRef:UniRef50_P39263, UniRef:UniRef90_P39263
contig_2	cds	2572501	2574645	-	KDBBKD_14415	pta	phosphate acetyltransferase	COG:COG0857, COG:R, EC:2.3.1.8, GO:0005737, GO:0006085, GO:0008959, RefSeq:WP_000086722.1, SO:0001217, UniParc:UPI000000E407, UniRef:UniRef100_P0A9M8, UniRef:UniRef50_P0A9M8, UniRef:UniRef90_P0A9M8
contig_2	cds	2574720	2575922	-	KDBBKD_14420	ackA	acetate kinase	COG:C, COG:COG0282, EC:2.7.2.1, EC:2.7.2.15, GO:0000287, GO:0005524, GO:0005737, GO:0006082, GO:0006085, GO:0008776, GO:0016310, RefSeq:WP_000095707.1, SO:0001217, UniParc:UPI00000480B9, UniRef:UniRef100_P0A6A5, UniRef:UniRef50_Q65TV4, UniRef:UniRef90_P0A6A5
contig_2	cds	2576260	2576715	+	KDBBKD_14425	yfbV	UPF0208 membrane protein YfbV	COG:COG3092, COG:S, GO:0005886, GO:0016021, KEGG:K09899, RefSeq:WP_000106627.1, SO:0001217, UniParc:UPI000013ADEC, UniRef:UniRef100_A7ZPA9, UniRef:UniRef50_Q8FFJ2, UniRef:UniRef90_Q8FFJ2
contig_2	cds	2576798	2577292	+	KDBBKD_14430	yfbU	YfbU family protein	COG:COG3013, COG:S, GO:0005829, GO:0006974, GO:0042802, KEGG:K09161, RefSeq:WP_000426124.1, SO:0001217, UniParc:UPI000013ADEB, UniRef:UniRef100_B7MG58, UniRef:UniRef50_Q9KQX6, UniRef:UniRef90_B7MG58
contig_2	cds	2577303	2577953	+	KDBBKD_14435	hxpA	hexitol phosphatase HxpA	COG:COG0637, COG:G, EC:3.1.3.-, EC:3.1.3.22, EC:3.1.3.23, EC:3.1.3.50, GO:0000287, GO:0005975, GO:0008801, GO:0030145, GO:0043136, GO:0050084, GO:0050286, GO:0050308, GO:0050897, KEGG:K19270, RefSeq:WP_001203392.1, SO:0001217, UniParc:UPI000013ADEA, UniRef:UniRef100_P77625, UniRef:UniRef50_P77625, UniRef:UniRef90_P77625
contig_2	cds	2578040	2579872	+	KDBBKD_14440	yfbS	Uncharacterized transporter YfbS	COG:COG0471, COG:G, GO:0005886, GO:0006813, GO:0008324, GO:0016021, KEGG:K14445, RefSeq:WP_001012899.1, SO:0001217, UniParc:UPI000013ADE9, UniRef:UniRef100_P0AFU3, UniRef:UniRef50_P0AFU3, UniRef:UniRef90_P0AFU3
contig_2	cds	2579931	2580530	-	KDBBKD_14445	yfbR	5'-deoxynucleotidase	COG:COG1896, COG:FR, EC:3.1.3.89, GO:0000166, GO:0002953, GO:0005737, GO:0046872, RefSeq:WP_000813859.1, SO:0001217, UniParc:UPI000013ADE7, UniRef:UniRef100_C4ZVI4, UniRef:UniRef50_Q9KQM0, UniRef:UniRef90_Q0T2J6
contig_2	cds	2580614	2581831	-	KDBBKD_14450	alaA	alanine transaminase AlaA	COG:COG0436, COG:E, EC:2.6.1.2, GO:0004021, GO:0005737, GO:0030170, GO:0030632, RefSeq:WP_000074527.1, SO:0001217, UniParc:UPI000013ADE4, UniRef:UniRef100_P0A960, UniRef:UniRef50_P0A960, UniRef:UniRef90_P0A960
contig_2	cds	2582751	2583689	+	KDBBKD_14455	lrhA	transcriptional regulator LrhA	COG:COG0583, COG:K, GO:0000987, GO:0003700, GO:0006351, GO:0006355, GO:0043565, GO:0045892, GO:0045893, RefSeq:WP_000622280.1, SO:0001217, UniParc:UPI000012E93C, UniRef:UniRef100_P36771, UniRef:UniRef50_P36771, UniRef:UniRef90_P36771
contig_2	cds	2583893	2584057	-	KDBBKD_14460		(pseudo) hypothetical protein	SO:0001217, UniParc:UPI000175DC98, UniRef:UniRef100_A0A377D1W3, UniRef:UniRef50_A0A398Q8Z5, UniRef:UniRef90_A0A2X1NLB9, UniRef:UniRef90_A0A377D1W3
contig_2	cds	2584320	2584763	+	KDBBKD_14465	nuoA	NADH-quinone oxidoreductase subunit NuoA	COG:C, COG:COG0838, EC:7.1.1.-, EC:7.1.1.2, GO:0005886, GO:0008137, GO:0016021, GO:0048038, RefSeq:WP_000062997.1, SO:0001217, UniParc:UPI00001309CF, UniRef:UniRef100_A7ZPA2, UniRef:UniRef50_A6TBX4, UniRef:UniRef90_A6TBX4
contig_2	cds	2584779	2585441	+	KDBBKD_14470	nuoB	NADH-quinone oxidoreductase subunit NuoB	COG:C, COG:COG0377, EC:7.1.1.-, EC:7.1.1.2, GO:0005506, GO:0005886, GO:0008137, GO:0048038, GO:0051539, RefSeq:WP_000386733.1, SO:0001217, UniParc:UPI00001309D6, UniRef:UniRef100_A7ZPA1, UniRef:UniRef50_Q8EI30, UniRef:UniRef90_A4WCR6
contig_2	cds	2585535	2587337	+	KDBBKD_14475	nuoC	NADH-quinone oxidoreductase subunit C/D	COG:C, COG:COG0852, EC:7.1.1.-, GO:0005886, GO:0008137, GO:0022904, GO:0030964, GO:0048038, GO:0051287, RefSeq:WP_000247879.1, SO:0001217, UniParc:UPI00001308C2, UniRef:UniRef100_B1X8Z8, UniRef:UniRef50_B2VIV5, UniRef:UniRef90_Q8XCW9
contig_2	cds	2587340	2587840	+	KDBBKD_14480	nuoE	NADH-quinone oxidoreductase subunit NuoE	COG:C, COG:COG1905, EC:7.1.1.-, GO:0005886, GO:0016020, GO:0016491, GO:0022904, GO:0030964, GO:0045271, GO:0045272, GO:0046872, GO:0048038, GO:0051537, RefSeq:WP_000545042.1, SO:0001217, UniParc:UPI00001309E7, UniRef:UniRef100_P0AFD2, UniRef:UniRef50_P0AFD2, UniRef:UniRef90_P0AFD2
contig_2	cds	2587837	2589174	+	KDBBKD_14485	nuoF	NADH-quinone oxidoreductase subunit NuoF	COG:C, COG:COG1894, EC:7.1.1.-, GO:0005886, GO:0008137, GO:0009060, GO:0010181, GO:0016020, GO:0022904, GO:0030964, GO:0045271, GO:0045272, GO:0045333, GO:0046872, GO:0048038, GO:0051287, GO:0051539, RefSeq:WP_000789500.1, SO:0001217, UniParc:UPI00001309EC, UniRef:UniRef100_P31979, UniRef:UniRef50_P31979, UniRef:UniRef90_P31979
contig_2	ncRNA-region	2589177	2589219	+			nuoG RNA	RFAM:RF01748, SO:0005836
contig_2	cds	2589227	2591953	+	KDBBKD_14490	nuoG	NADH-quinone oxidoreductase subunit NuoG	COG:C, COG:COG1034, EC:7.1.1.-, GO:0008137, GO:0016020, GO:0042773, GO:0043546, GO:0046872, GO:0048038, GO:0051537, GO:0051539, RefSeq:WP_000190939.1, SO:0001217, UniParc:UPI00001B5121, UniRef:UniRef100_P33602, UniRef:UniRef50_P33602, UniRef:UniRef90_P33602
contig_2	cds	2591950	2592927	+	KDBBKD_14495	nuoH	NADH-quinone oxidoreductase subunit NuoH	COG:C, COG:COG1005, EC:7.1.1.-, GO:0005886, GO:0016021, GO:0016655, GO:0048038, RefSeq:WP_000118507.1, SO:0001217, UniParc:UPI00001309FB, UniRef:UniRef100_A7ZP96, UniRef:UniRef50_Q87ZQ3, UniRef:UniRef90_A8ADV7
contig_2	cds	2592942	2593484	+	KDBBKD_14500	nuoI	NADH-quinone oxidoreductase subunit NuoI	COG:C, COG:COG1143, EC:7.1.1.-, GO:0005506, GO:0005886, GO:0048038, GO:0050136, GO:0051539, RefSeq:WP_000172749.1, SO:0001217, UniParc:UPI0000130A02, UniRef:UniRef100_P0AFD8, UniRef:UniRef50_P0AFD8, UniRef:UniRef90_P0AFD8
contig_2	cds	2593496	2594050	+	KDBBKD_14505	nuoJ	NADH-quinone oxidoreductase subunit J	COG:C, COG:COG0839, EC:7.1.1.-, GO:0005886, GO:0005887, GO:0008137, GO:0016020, GO:0022904, GO:0030964, GO:0045271, GO:0045272, GO:0048038, RefSeq:WP_000393511.1, SO:0001217, UniParc:UPI0000130A08, UniRef:UniRef100_P0AFE2, UniRef:UniRef50_P0AFE2, UniRef:UniRef90_P0AFE2
contig_2	cds	2594047	2594349	+	KDBBKD_14510	nuoK	NADH-quinone oxidoreductase subunit NuoK	COG:C, COG:COG0713, EC:7.1.1.-, GO:0005886, GO:0016021, GO:0042773, GO:0048038, GO:0050136, RefSeq:WP_000612644.1, SO:0001217, UniParc:UPI0000130A0D, UniRef:UniRef100_A8ADW0, UniRef:UniRef50_Q87ZQ0, UniRef:UniRef90_A8ADW0
contig_2	cds	2594346	2596187	+	KDBBKD_14515	nuoL	NADH-quinone oxidoreductase subunit L	COG:C, COG:COG1009, EC:7.1.1.-, GO:0005886, GO:0005887, GO:0008137, GO:0015990, GO:0016020, GO:0022904, GO:0030964, GO:0042773, GO:0045271, GO:0045272, GO:0048038, RefSeq:WP_001056643.1, SO:0001217, UniParc:UPI0000130A14, UniRef:UniRef100_P33607, UniRef:UniRef50_P33607, UniRef:UniRef90_P33607
contig_2	cds	2596351	2597880	+	KDBBKD_14520	nuoM	NADH-quinone oxidoreductase subunit M	COG:C, COG:COG1008, EC:7.1.1.-, GO:0005886, GO:0005887, GO:0008137, GO:0009060, GO:0015990, GO:0016020, GO:0022904, GO:0030964, GO:0042773, GO:0045271, GO:0045272, GO:0048039, RefSeq:WP_000926441.1, SO:0001217, UniParc:UPI0000130A1E, UniRef:UniRef100_P0AFE9, UniRef:UniRef50_P0AFE9, UniRef:UniRef90_P0AFE9
contig_2	cds	2597887	2599344	+	KDBBKD_14525	nuoN	NADH-quinone oxidoreductase subunit NuoN	EC:7.1.1.-, GO:0005886, GO:0008137, GO:0016021, GO:0042773, GO:0048038, RefSeq:WP_000156701.1, SO:0001217, UniParc:UPI00005EEC5A, UniRef:UniRef100_A7ZP90, UniRef:UniRef50_Q83QT2, UniRef:UniRef90_Q83QT2
contig_2	cds	2599428	2600276	-	KDBBKD_14530	yfbP	Uncharacterized protein YfbP	RefSeq:WP_000767280.1, SO:0001217, UniParc:UPI00015C505E, UniRef:UniRef100_P76486, UniRef:UniRef50_P76486, UniRef:UniRef90_P76486
contig_2	cds	2600335	2600757	-	KDBBKD_14535	yfbO	Uncharacterized protein YfbO	RefSeq:WP_000188051.1, SO:0001217, UniParc:UPI000199A550, UniRef:UniRef100_P76485, UniRef:UniRef50_P76485, UniRef:UniRef90_P76485
contig_2	cds	2600966	2601682	+	KDBBKD_14540	yfbN	Uncharacterized protein YfbN	RefSeq:WP_000455114.1, SO:0001217, UniParc:UPI000013ADE1, UniRef:UniRef100_P76484, UniRef:UniRef50_P76484, UniRef:UniRef90_P76484
contig_2	cds	2601955	2602458	-	KDBBKD_14545	yfbM	Protein YfbM	RefSeq:WP_000525360.1, SO:0001217, UniParc:UPI000013ADE0, UniRef:UniRef100_P76483, UniRef:UniRef50_P76483, UniRef:UniRef90_P76483
contig_2	cds	2602561	2603532	-	KDBBKD_14550	yfbL	Uncharacterized protein YfbL	COG:COG2234, COG:OE, GO:0006508, GO:0008235, GO:0016021, RefSeq:WP_000719999.1, SO:0001217, UniParc:UPI000013ADDF, UniRef:UniRef100_P76482, UniRef:UniRef50_P76482, UniRef:UniRef90_P76482
contig_2	cds	2603670	2605397	+	KDBBKD_14555	yfbK	Uncharacterized protein YfbK	RefSeq:WP_001244806.1, SO:0001217, UniParc:UPI000013ADDE, UniRef:UniRef100_P76481, UniRef:UniRef50_P76481, UniRef:UniRef90_P76481
contig_2	cds	2605468	2606676	-	KDBBKD_14560	elaD	ElaD/SseL family deubiquitinase	EC:3.4.22.-, GO:0008234, GO:0016579, KEGG:K18015, SO:0001217, UniRef:UniRef50_Q47013, UniRef:UniRef90_Q47013
contig_2	cds	2606867	2607784	-	KDBBKD_14565		ribonuclease BN	COG:COG1234, COG:J, EC:3.1.-.-, GO:0004527, GO:0008270, GO:0016891, GO:0042779, RefSeq:WP_001300687.1, SO:0001217, UniParc:UPI0000129E3F, UniRef:UniRef100_C4ZUB1, UniRef:UniRef50_Q8XCZ0, UniRef:UniRef90_Q8XCZ0
contig_2	cds	2607849	2608310	+	KDBBKD_14570	elaA	GNAT family N-acetyltransferase	COG:COG2153, COG:R, GO:0008080, KEGG:K02348, RefSeq:WP_000574091.1, SO:0001217, UniParc:UPI0000129E3D, UniRef:UniRef100_P0AEH3, UniRef:UniRef50_P0AEH3, UniRef:UniRef90_P0AEH3
contig_2	cds	2608365	2608670	+	KDBBKD_14575	elaB	stress response protein ElaB	COG:COG4575, COG:J, GO:0005829, GO:0005887, GO:0006974, GO:0043022, RefSeq:WP_000070621.1, SO:0001217, UniParc:UPI0000129E3E, UniRef:UniRef100_P0AEH7, UniRef:UniRef50_P0AEH7, UniRef:UniRef90_P0AEH7
contig_2	cds	2608749	2610044	+	KDBBKD_14580	menF	isochorismate synthase MenF	COG:COG1169, COG:HQ, EC:5.4.4.2, GO:0000287, GO:0008909, GO:0009234, RefSeq:WP_001191419.1, SO:0001217, UniParc:UPI000012EEF7, UniRef:UniRef100_P38051, UniRef:UniRef50_P38051, UniRef:UniRef90_P38051
contig_2	cds	2610133	2611803	+	KDBBKD_14585	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase	COG:COG1165, COG:H, EC:2.2.1.9, GO:0000287, GO:0009234, GO:0030145, GO:0030976, GO:0070204, RefSeq:WP_001295284.1, SO:0001217, UniParc:UPI000012EEF1, UniRef:UniRef100_C4ZUA7, UniRef:UniRef50_Q8XDX8, UniRef:UniRef90_Q8XDX8
contig_2	cds	2611800	2612558	+	KDBBKD_14590	menH	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	COG:COG0596, COG:HR, EC:4.2.99.20, GO:0009234, GO:0070205, RefSeq:WP_000600499.1, SO:0001217, UniParc:UPI000013ADD0, UniRef:UniRef100_C4ZUA6, UniRef:UniRef50_Q8XDX9, UniRef:UniRef90_Q8XDX9
contig_2	cds	2612573	2613430	+	KDBBKD_14595	menB	1,4-dihydroxy-2-naphthoyl-CoA synthase	EC:4.1.3.36, GO:0005829, GO:0008935, GO:0009234, GO:0071890, KEGG:K01661, RefSeq:WP_000639996.1, SO:0001217, UniParc:UPI000012EEE5, UniRef:UniRef100_P0ABU1, UniRef:UniRef50_P0ABU1, UniRef:UniRef90_P0ABU1
contig_2	cds	2613430	2614392	+	KDBBKD_14600	menC	o-succinylbenzoate synthase	COG:COG1441, COG:H, EC:4.2.1.113, GO:0000287, GO:0009234, GO:0043748, RefSeq:WP_001255628.1, SO:0001217, UniParc:UPI000011165E, UniRef:UniRef100_C4ZUA4, UniRef:UniRef50_P58484, UniRef:UniRef90_P58484
contig_2	cds	2614389	2615744	+	KDBBKD_14605	menE	o-succinylbenzoate--CoA ligase	COG:COG0318, COG:I, EC:6.2.1.26, GO:0005524, GO:0008756, GO:0009234, GO:0016405, GO:0032991, GO:0042802, RefSeq:WP_000577625.1, SO:0001217, UniParc:UPI000012EEF4, UniRef:UniRef100_P37353, UniRef:UniRef50_P37353, UniRef:UniRef90_P37353
contig_2	cds	2615854	2616120	+	KDBBKD_14610	pmrD	signal transduction protein PmrD	GO:0046677, KEGG:K19238, RefSeq:WP_001295285.1, SO:0001217, UniParc:UPI0000131CFB, UniRef:UniRef100_P37590, UniRef:UniRef50_P37590, UniRef:UniRef90_P37590
contig_2	cds	2616114	2616500	-	KDBBKD_14615	arnF	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF	GO:0005887, GO:0009103, GO:0009245, GO:0042221, GO:1901505, KEGG:K12963, RefSeq:WP_000523880.1, SO:0001217, UniParc:UPI000013ADDB, UniRef:UniRef100_B1X8X2, UniRef:UniRef50_Q32DT0, UniRef:UniRef90_Q32DT0
contig_2	cds	2616500	2616835	-	KDBBKD_14620	arnT	lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase	COG:COG1807, COG:M, EC:2.4.2.43, GO:0000030, GO:0005886, GO:0006493, GO:0009103, GO:0009245, GO:0016021, GO:0103015, RefSeq:WP_000638031.1, SO:0001217, UniParc:UPI000013ADEE, UniRef:UniRef100_A7ZP76, UniRef:UniRef50_O52327, UniRef:UniRef90_Q0T2M6
contig_2	cds	2616832	2618484	-	KDBBKD_14625	arnT	lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase	COG:COG1807, COG:M, EC:2.4.2.43, GO:0000030, GO:0005886, GO:0006493, GO:0009103, GO:0009245, GO:0016021, GO:0103015, RefSeq:WP_000844057.1, SO:0001217, UniParc:UPI000013ADD9, UniRef:UniRef100_B1X8X0, UniRef:UniRef50_O52327, UniRef:UniRef90_Q0T2M6
contig_2	cds	2618484	2619374	-	KDBBKD_14630	arnD	4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase	COG:COG0726, COG:GM, EC:3.5.1.-, EC:3.5.1.n3, GO:0009103, GO:0009245, GO:0016811, GO:0036108, GO:0046677, KEGG:K13014, RefSeq:WP_000169728.1, SO:0001217, UniParc:UPI000013ADD7, UniRef:UniRef100_B1X8W9, UniRef:UniRef50_Q6D2F2, UniRef:UniRef90_Q8XDZ2
contig_2	cds	2619371	2621353	-	KDBBKD_14635	arnA	bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA	COG:COG0451, COG:M, GO:0009103, GO:0009245, GO:0016831, GO:0046677, GO:0099618, GO:0099619, RefSeq:WP_000860273.1, SO:0001217, UniParc:UPI0000000F69, UniRef:UniRef100_C4ZU97, UniRef:UniRef50_Q83QT8, UniRef:UniRef90_Q83QT8
contig_2	cds	2621353	2622321	-	KDBBKD_14640	arnC	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	COG:COG0463, COG:M, EC:2.4.2.53, GO:0005886, GO:0009103, GO:0009245, GO:0016021, GO:0016780, GO:0036108, GO:0046677, GO:0099621, KEGG:K10012, RefSeq:WP_000461657.1, SO:0001217, UniParc:UPI000013ADD3, UniRef:UniRef100_B7LAR9, UniRef:UniRef50_Q7N3Q6, UniRef:UniRef90_Q7UC63
contig_2	cds	2622325	2623482	-	KDBBKD_14645	arnB	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	COG:COG0399, COG:M, EC:2.6.1.87, GO:0009103, GO:0009245, GO:0046677, GO:0099620, KEGG:K07806, RefSeq:WP_000807509.1, SO:0001217, UniParc:UPI00000BEA51, UniRef:UniRef100_P77690, UniRef:UniRef50_Q8ZNF3, UniRef:UniRef90_P77690
contig_2	cds	2623772	2624374	+	KDBBKD_14650	ais	Lipopolysaccharide core heptose(II)-phosphate phosphatase	EC:3.1.3.-, GO:0008653, GO:0016791, GO:0042597, RefSeq:WP_000879112.1, SO:0001217, UniParc:UPI0000125745, UniRef:UniRef100_C4ZU94, UniRef:UniRef50_Q83QU0, UniRef:UniRef90_Q83QU0
contig_2	cds	2624413	2624838	-	KDBBKD_14655	nudI	nucleoside triphosphatase NudI	EC:3.6.1.9, GO:0000287, GO:0004170, GO:0035529, GO:0036218, GO:0047840, RefSeq:WP_001300564.1, SO:0001217, UniParc:UPI000013ADC2, UniRef:UniRef100_C4ZU93, UniRef:UniRef50_A6TBV3, UniRef:UniRef90_Q8XE00
contig_2	cds	2625117	2625659	+	KDBBKD_14660	yfaZ	Outer membrane protein YfaZ	GO:0009279, RefSeq:WP_001300392.1, SO:0001217, UniParc:UPI000013ADCC, UniRef:UniRef100_P76471, UniRef:UniRef50_P76471, UniRef:UniRef90_P76471
contig_2	cds	2625759	2626961	+	KDBBKD_14665	yfaY	nicotinamide mononucleotide deamidase-related protein YfaY	COG:COG1058, COG:L, RefSeq:WP_000921621.1, SO:0001217, UniParc:UPI00001279D7, UniRef:UniRef100_C4ZU91, UniRef:UniRef50_Q83KC1, UniRef:UniRef90_Q83KC1
contig_2	cds	2627181	2627963	+	KDBBKD_14670	rhmR	Uncharacterized HTH-type transcriptional regulator RhmR	COG:COG1414, COG:K, GO:0003677, GO:0003700, GO:0045892, RefSeq:WP_000894185.1, SO:0001217, UniParc:UPI000013ADCB, UniRef:UniRef100_P77732, UniRef:UniRef50_P77732, UniRef:UniRef90_P77732
contig_2	cds	2627978	2629183	+	KDBBKD_14675	rhmD	L-rhamnonate dehydratase	COG:COG4948, COG:MR, EC:4.2.1.90, GO:0000287, GO:0009063, GO:0050032, RefSeq:WP_001319848.1, SO:0001217, UniParc:UPI00016DBD16, UniRef:UniRef100_C4ZU89, UniRef:UniRef50_Q8ZNF9, UniRef:UniRef90_Q8ZNF9
contig_2	cds	2629240	2630529	+	KDBBKD_14680		Inner membrane transport protein RhmT	RefSeq:WP_000100890.1, SO:0001217, UniParc:UPI000013ADC9, UniRef:UniRef100_P76470, UniRef:UniRef90_P76470
contig_2	cds	2630547	2631350	+	KDBBKD_14685	yfaU	2-keto-3-deoxy-L-rhamnonate aldolase	COG:COG3836, COG:G, EC:4.1.2.53, GO:0000287, GO:0005737, GO:0016151, GO:0016832, GO:0034214, GO:0042802, GO:0106099, RefSeq:WP_000992954.1, SO:0001217, UniParc:UPI000013ADC8, UniRef:UniRef100_C4ZU87, UniRef:UniRef50_Q8XE09, UniRef:UniRef90_Q8XE09
contig_2	cds	2631391	2631576	-	KDBBKD_14690	yfaD	ISNCY family transposase	GO:0006310, GO:1990238, RefSeq:WP_000150333.1, SO:0001217, UniParc:UPI00005F2C62, UniRef:UniRef100_V9HVX0, UniRef:UniRef50_P37014, UniRef:UniRef90_P37014
contig_2	cds	2631589	2632488	-	KDBBKD_14695	yfaD	ISNCY family transposase	GO:0006310, GO:1990238, RefSeq:WP_000140592.1, SO:0001217, UniParc:UPI000013ADBE, UniRef:UniRef100_P37014, UniRef:UniRef50_P37014, UniRef:UniRef90_P37014
contig_2	cds	2632681	2633871	-	KDBBKD_14700	glpC	anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC	COG:C, COG:COG0247, GO:0005886, GO:0009061, GO:0009331, GO:0019563, GO:0022900, GO:0046168, GO:0046872, GO:0051536, GO:0051539, KEGG:K00113, RefSeq:WP_001000379.1, SO:0001217, UniParc:UPI000003EB41, UniRef:UniRef100_P0A997, UniRef:UniRef50_P0A997, UniRef:UniRef90_P0A997
contig_2	cds	2633868	2635127	-	KDBBKD_14705	glpA	anaerobic glycerol-3-phosphate dehydrogenase subunit A	EC:1.1.5.3, GO:0004368, GO:0005829, GO:0005886, GO:0009061, GO:0009331, GO:0010181, GO:0019563, GO:0046168, GO:0052591, KEGG:K00112, RefSeq:WP_001209927.1, SO:0001217, UniParc:UPI000003EB40, UniRef:UniRef100_C4ZU83, UniRef:UniRef50_C4ZU83, UniRef:UniRef90_C4ZU83
contig_2	cds	2635117	2636745	-	KDBBKD_14710	glpA	anaerobic glycerol-3-phosphate dehydrogenase subunit A	COG:C, COG:COG0578, EC:1.1.5.3, GO:0005886, GO:0006072, GO:0009331, GO:0010181, GO:0019563, GO:0050660, GO:0052591, RefSeq:WP_000857257.1, SO:0001217, UniParc:UPI000003EB3F, UniRef:UniRef100_P0A9C1, UniRef:UniRef50_P0A9C1, UniRef:UniRef90_P0A9C1
contig_2	cds	2637018	2638376	+	KDBBKD_14715	glpT_E448K	glycerol-3-phosphate transporter GlpT	COG:COG2271, COG:G, GO:0005886, GO:0006071, GO:0015169, GO:0015315, GO:0015527, GO:0015760, GO:0015793, GO:0015794, GO:0016021, GO:0035435, GO:0061513, KEGG:K02445, RefSeq:WP_000948731.1, SO:0001217, UniParc:UPI000012B7B5, UniRef:UniRef100_P08194, UniRef:UniRef50_P08194, UniRef:UniRef90_P08194
contig_2	cds	2638381	2639457	+	KDBBKD_14720	glpQ	glycerophosphodiester phosphodiesterase	COG:COG0584, COG:I, EC:3.1.4.46, GO:0005509, GO:0006071, GO:0006629, GO:0008889, GO:0042597, GO:0046872, RefSeq:WP_000779105.1, SO:0001217, UniParc:UPI000012B7AF, UniRef:UniRef100_P09394, UniRef:UniRef50_P09394, UniRef:UniRef90_P09394
contig_2	cds	2639499	2639705	-	KDBBKD_14725	yfaH	Putative protein YfaH	SO:0001217, UniParc:UPI000013ADC0, UniRef:UniRef100_P45505, UniRef:UniRef50_P45505, UniRef:UniRef90_P45505
contig_2	cds	2639920	2640570	+	KDBBKD_14730	inaA	lipopolysaccharide kinase InaA	RefSeq:WP_000301050.1, SO:0001217, UniParc:UPI000012D645, UniRef:UniRef100_P27294, UniRef:UniRef50_P27294, UniRef:UniRef90_P27294
contig_2	cds	2640624	2640878	-	KDBBKD_14735	yfaE	ferredoxin-like diferric-tyrosyl radical cofactor maintenance protein YfaE	COG:C, COG:COG0633, GO:0005737, GO:0006124, GO:0009055, GO:0030091, GO:0046872, GO:0051537, RefSeq:WP_000135040.1, SO:0001217, UniParc:UPI00000480D7, UniRef:UniRef100_P0ABW4, UniRef:UniRef50_P0ABW4, UniRef:UniRef90_P0ABW4
contig_2	cds	2640878	2642008	-	KDBBKD_14740	nrdB	ribonucleotide-diphosphate reductase subunit beta	COG:COG0208, COG:F, EC:1.17.4.1, GO:0004748, GO:0006260, GO:0009263, GO:0046872, RefSeq:WP_000332037.1, SO:0001217, UniParc:UPI00001654AC, UniRef:UniRef100_P69925, UniRef:UniRef50_P69925, UniRef:UniRef90_P69925
contig_2	ncRNA	2642115	2642185	+	KDBBKD_14745	naRNA4	Nucleoid-associated noncoding RNA 4 (CssrE)	RFAM:RF02564, SO:0000655
